year,fips,avg_prod,med_prod,tot_prod
1983,01007,185129,185129,185129
1983,01009,37804.8,33709,189024
1983,01043,120324.375,93238.5,962595
1983,01049,24588,25107,73764
1983,01057,279361.75,55689,1117447
1983,01059,107743.5,107743.5,215487
1983,01071,20039.5,20039.5,40079
1983,01073,436826.875,168051.5,6989230
1983,01093,60649.75,15464.5,242599
1983,01117,105766,96113,317298
1983,01125,263415.058823529,105829,4478056
1983,01127,320084.615384615,163529.5,8322200
1983,01133,66013.2,54672,330066
1983,01999,80776.5,80776.5,161553
1983,02999,785530,785530,785530
1983,04017,5701977,5701977,11403954
1983,05071,15000,15000,15000
1983,05131,23450,23450,46900
1983,08029,467712.75,273341,1870851
1983,08043,165464,42130.5,661856
1983,08051,208548.666666667,179921,625646
1983,08057,79820,79820,159640
1983,08067,63112,63112,63112
1983,08071,55171.6666666667,71702,165515
1983,08077,732637,732637,732637
1983,08081,1987997,2304576,5963991
1983,08085,41815,41815,41815
1983,08103,144945,144945,144945
1983,08107,729118.285714286,457755,5103828
1983,08999,235882.2,237022,1179411
1983,13999,184811,184811,184811
1983,17021,753917,753917,753917
1983,17027,2376093,2376093,2376093
1983,17041,590889,590889,1181778
1983,17055,1470046.75,1786016,5880187
1983,17057,772655,766806,2317965
1983,17059,399087.333333333,158737,1197262
1983,17065,775911,775911,775911
1983,17077,2378780,2378780,2378780
1983,17081,1905639,1905639,3811278
1983,17107,491600,491600,491600
1983,17109,498296,498296,498296
1983,17117,1281932.5,1281932.5,2563865
1983,17135,291339,291339,582678
1983,17145,2707398.6,2621295,13536993
1983,17157,895279.25,579942.5,3581117
1983,17163,1094436,1094436,2188872
1983,17165,518717.2,301786,5187172
1983,17183,65864,65864,65864
1983,17185,1250756,1250756,1250756
1983,17189,1110896,1110896,1110896
1983,17193,30900,30900,30900
1983,17199,553325.5,546222.5,2213302
1983,17999,1434551.5,1434551.5,2869103
1983,18021,233733.8,60692,1168669
1983,18027,224782.470588235,201193,3821302
1983,18037,229054.5,221230.5,916218
1983,18051,723859.5,723859.5,1447719
1983,18055,186319.75,182216.5,1490558
1983,18083,883668.5,883668.5,1767337
1983,18119,150146,150146,150146
1983,18125,654717.142857143,71500,4583020
1983,18147,140560.111111111,119843,1265041
1983,18153,916565.5,916565.5,1833131
1983,18167,348718.25,355643,1394873
1983,18173,1400025.28571429,338781,9800177
1983,18999,268708.5,21918.5,2149668
1983,19125,64445,64445,64445
1983,19999,101170.333333333,98377,303511
1983,20011,236769,236769,236769
1983,20037,136820,149380,410460
1983,20107,461307,461307,461307
1983,20999,77404.5,77404.5,154809
1983,21013,133380.785714286,52142,5601993
1983,21019,51669.5,21195.5,206678
1983,21025,371918.263157895,88801,7066447
1983,21031,100302.833333333,56737.5,1203634
1983,21033,111872,111872,111872
1983,21043,20356.4,17936,101782
1983,21051,128303.615384615,51559,1667947
1983,21059,148939.142857143,74391,1042574
1983,21063,144791.333333333,21951,434374
1983,21071,53604.5625,37640,5146038
1983,21089,25533,25533,25533
1983,21095,95958.9595959596,50050,9499937
1983,21101,571447,571447,1142894
1983,21107,325625.269230769,138510.5,8466257
1983,21109,63470.25,46940.5,253881
1983,21115,38977.8181818182,19350,428756
1983,21119,94592.3448275862,56312.5,5486356
1983,21121,41134.0476190476,19419,863815
1983,21125,76665.0588235294,47277,1303306
1983,21127,63018.2727272727,36301,693201
1983,21129,28157,28157,56314
1983,21131,105555.85106383,55786,4961125
1983,21133,77903.5952380952,46033.5,3271951
1983,21147,188445,148249,753780
1983,21149,23198.5,23198.5,46397
1983,21153,131100.444444444,101907.5,2359808
1983,21159,246395.32,107696.5,12319766
1983,21175,43486.625,25774,347893
1983,21177,684829,313345,8902777
1983,21183,273358.75,119400,5467175
1983,21189,42444.8333333333,22100,254669
1983,21193,140582.875,100783.5,6747978
1983,21195,100914.589371981,56893,20889320
1983,21199,125662,125662,251324
1983,21203,77124.5,18787.5,308498
1983,21225,489352,331405,4893520
1983,21233,417305,153190.5,4173050
1983,21235,59779.6,44151,1494490
1983,21237,10000,10000,10000
1983,21999,145554.333333333,149872,436663
1983,24001,50050,32268,550550
1983,24023,143291.888888889,69911.5,2579254
1983,29011,512008,512008,512008
1983,29013,257305,257305,257305
1983,29175,874389.333333333,1035300,2623168
1983,29217,149000,149000,298000
1983,29999,160650,66065,1285200
1983,30003,4139670,4439608.5,16558680
1983,30065,11665,11665,11665
1983,30083,210763,210763,210763
1983,30087,6071262,6071262,12142524
1983,35007,319000,319000,638000
1983,35031,2620911.5,2620911.5,5241823
1983,35045,2903170.4,363338,14515852
1983,35999,19064,19064,19064
1983,38011,2090365,2090365,2090365
1983,38055,5058450,5058450,5058450
1983,38057,814503.666666667,783967,2443511
1983,38065,2950230.66666667,2688996,8850692
1983,38999,184614.75,225869,738459
1983,39013,433977.25,293873.5,6943636
1983,39019,38295.8,27336,191479
1983,39029,50092.4090909091,30008,1102033
1983,39031,52365,27280.5,418920
1983,39053,90489.6666666667,84588,271469
1983,39059,101945.75,74967.5,407783
1983,39067,351921.5,97940.5,2815372
1983,39073,79380.8571428572,58927,555666
1983,39075,100264.666666667,44336,300794
1983,39079,83527.375,19896,668219
1983,39081,125541.466666667,127193,1883122
1983,39087,103836.5,34739,415346
1983,39099,37188,16004,185940
1983,39105,1129744,1129744,2259488
1983,39111,1426250,1426250,2852500
1983,39119,366173.111111111,92311,3295558
1983,39121,517615.6,371000,2588078
1983,39127,302803.333333333,73053.5,1816820
1983,39151,77066.9285714286,38068,1078937
1983,39157,67198.9565217391,55070,1545576
1983,39163,188497.666666667,80051,1696479
1983,39167,234000,234000,234000
1983,39169,27492.5,27492.5,54985
1983,40035,128687,53241,772122
1983,40061,107066.75,90303.5,428267
1983,40077,192980,192980,192980
1983,40079,210251,210251,420502
1983,40105,101459,101459,101459
1983,40111,198529,198529,198529
1983,40131,103605.333333333,52659.5,621632
1983,40999,103167.444444444,94090,928507
1983,42003,212984.571428571,140025,1490892
1983,42005,132706.971428571,46307,4644744
1983,42007,31155,31155,31155
1983,42009,85191.5,85191.5,170383
1983,42013,27628,27628,27628
1983,42019,107478.55,81367,2149571
1983,42021,238177.428571429,61524,5001726
1983,42025,47734,47734,95468
1983,42027,140759.7,91675.5,1407597
1983,42031,213140.8125,60048.5,3410253
1983,42033,128366.983606557,92242,7830386
1983,42035,139080.666666667,128644,417242
1983,42037,15827,15827,31654
1983,42043,33085,33085,66170
1983,42047,53396.1538461538,58794,694150
1983,42051,77071.3636363636,34912,847785
1983,42059,344138.956521739,90549,7915196
1983,42061,87218,87218,87218
1983,42063,292105.456521739,102429,13436851
1983,42065,77180.7575757576,33535,2546965
1983,42069,11995,11995,23990
1983,42073,66276.5555555556,40105,596489
1983,42079,64109.4666666667,63446,961642
1983,42081,193799,193799,193799
1983,42085,108446.6,107825,542233
1983,42097,32841.3,33448,328413
1983,42107,68757.96875,31409,2200255
1983,42111,72615.6530612245,40000,3558167
1983,42113,28115,28115,28115
1983,42117,203196.5,203196.5,406393
1983,42121,133208.666666667,65701,799252
1983,42125,325511.684210526,134899,6184722
1983,42129,39823.8666666667,18585,597358
1983,42999,67946,67946,135892
1983,47001,51787,41670,932166
1983,47013,67180.0909090909,43121.5,1477962
1983,47025,181977.285714286,62807,1273841
1983,47035,20344.5,20344.5,40689
1983,47049,51811.6,37113,259058
1983,47061,42377,42377,42377
1983,47115,72164.3333333334,35976,432986
1983,47129,38357.25,43642.5,153429
1983,47143,25399.5,25399.5,50799
1983,47151,47294.6153846154,19413,614830
1983,47153,93072.1538461538,75066,1209938
1983,47999,38695.5,38695.5,77391
1983,48013,2440848,2440848,2440848
1983,48161,5785432,5785432,5785432
1983,48185,2319577,2319577,2319577
1983,48203,231637,231637,231637
1983,48223,2226331,2226331,2226331
1983,48331,4773164,4773164,4773164
1983,48365,11629787,11629787,11629787
1983,48449,9134723,9134723,9134723
1983,48479,139225,139225,278450
1983,48999,63691,63691,127382
1983,49007,294364.785714286,227049,4121107
1983,49015,540447.3,232118.5,5404473
1983,49041,2230754,2230754,2230754
1983,51027,63059.4391534392,42885,11918234
1983,51051,87955.3378378378,67086,6508695
1983,51105,124190,70874,1862850
1983,51167,79071.8333333334,77330,1423293
1983,51185,88404.0909090909,35458,972445
1983,51195,101123.085470085,78907,11831401
1983,53041,1941117,1941117,1941117
1983,53999,1942670,1942670,1942670
1983,54001,155227.6,32213,2328414
1983,54005,247182.393939394,157104.5,16314038
1983,54007,169245.1,115119.5,1692451
1983,54009,261819.8,79697,1309099
1983,54015,28986.75,29210.5,115947
1983,54019,77557.1764705882,60926,1318472
1983,54021,12326,12326,12326
1983,54023,421637.857142857,207134,2951465
1983,54025,32261,17970,290349
1983,54033,159758.714285714,39429,3354933
1983,54039,216796.25,187339.5,6937480
1983,54041,87360.5,76111.5,698884
1983,54045,118697.466666667,69253,8902310
1983,54047,97917.126984127,41579,6168779
1983,54049,992654.75,611869.5,7941238
1983,54051,1736069,1395340,5208207
1983,54053,29727,29727,29727
1983,54055,69341.3333333333,73128,208024
1983,54057,73997.4444444444,38090,665977
1983,54059,173564.588235294,83400,5901196
1983,54061,655320.043478261,108651,15072361
1983,54067,125998.034482759,78622,3653943
1983,54069,255253,255253,255253
1983,54077,79995.90625,42488.5,2559869
1983,54081,212524.272727273,111723,7013301
1983,54083,90554.1428571429,73338.5,1267758
1983,54091,20515,20515,20515
1983,54093,166488,166488,332976
1983,54097,304759.888888889,229112,2742839
1983,54099,114618,114618,114618
1983,54101,84843.7777777778,56381,763594
1983,54109,166187.306122449,58497,8143178
1983,56005,6297148.71428571,4876051,88160082
1983,56007,809679.166666667,746733,4858075
1983,56009,2684011,2684011,2684011
1983,56017,45107,45107,45107
1983,56023,2034307,2034307,4068614
1983,56033,2920239,2920239,2920239
1983,56037,3158912.33333333,4317880,9476737
1984,01007,37800,37800,37800
1984,01009,116832.25,102722.5,467329
1984,01043,154256.333333333,99908,925538
1984,01049,11879.5,11879.5,23759
1984,01057,307128.666666667,43421,921386
1984,01059,89724.3333333333,98542,269173
1984,01071,35040,35040,35040
1984,01073,360736.409090909,118243,7936201
1984,01093,26227.3333333333,22427,78682
1984,01117,115244.666666667,92544,345734
1984,01125,321426.523809524,71685,6749957
1984,01127,324590.037037037,210924,8763931
1984,01133,59165.4285714286,40162,414158
1984,01999,49976,49976,49976
1984,02999,858628,858628,858628
1984,04017,5760870,5760870,11521740
1984,05071,15487,15487,15487
1984,05131,22149.5,22149.5,44299
1984,08029,606508.666666667,568996,1819526
1984,08043,156124.5,156124.5,312249
1984,08051,283128,232110,849384
1984,08057,117669,117669,235338
1984,08067,52844,52844,105688
1984,08071,79794.25,32882,319177
1984,08077,801127,801127,801127
1984,08081,2013471,2253647,6040413
1984,08103,199860,199860,199860
1984,08107,767474.714285714,452281,5372323
1984,08999,315233.666666667,314942.5,1891402
1984,13999,124634,124634,124634
1984,17021,814859,814859,814859
1984,17027,3275349,3275349,3275349
1984,17041,715186.5,715186.5,1430373
1984,17055,1947035.25,1958334,7788141
1984,17057,533185.5,533185.5,1066371
1984,17059,358110.5,147206.5,1432442
1984,17065,971743,971743,971743
1984,17077,2267527,2267527,2267527
1984,17081,1883723.5,1883723.5,3767447
1984,17107,828390,828390,828390
1984,17109,487367,487367,487367
1984,17117,1697729.5,1697729.5,3395459
1984,17145,2978314.6,2805509,14891573
1984,17157,1113360.5,1014659.5,4453442
1984,17163,1129328,1129328,2258656
1984,17165,659615.8,579476.5,6596158
1984,17183,156855,156855,156855
1984,17185,1048942,1048942,1048942
1984,17189,1258079,1258079,1258079
1984,17193,237994,237994,237994
1984,17199,685112.75,681469,2740451
1984,17999,1294313.5,1294313.5,2588627
1984,18021,439519.75,174339,1758079
1984,18027,242148.444444445,181444,4358672
1984,18037,185514.5,91007,742058
1984,18051,789998.5,789998.5,1579997
1984,18055,346481.714285714,345294,2425372
1984,18083,618595,395659,2474380
1984,18119,307973,307973,307973
1984,18125,841141.714285714,86846,5887992
1984,18147,140292.363636364,114678,1543216
1984,18153,872718.666666667,875484,2618156
1984,18167,253834.8,107208,1269174
1984,18173,1398202.28571429,355264,9787416
1984,18999,696827.25,205482,2787309
1984,19125,52371,52371,104742
1984,19999,140487.333333333,168221,421462
1984,20011,164538,164538,164538
1984,20037,231739,226500,695217
1984,20107,418060,418060,418060
1984,20999,50308,50308,50308
1984,21013,139214.977777778,80000,6264674
1984,21019,66260.4,44990,331302
1984,21025,290358.923076923,85591.5,7549332
1984,21031,115791.615384615,35291,1505291
1984,21033,58822,58822,58822
1984,21043,46199.8,26000,230999
1984,21047,210191,210191,210191
1984,21051,81366.7407407407,23350,2196902
1984,21059,199342,131005,1395394
1984,21063,78301.3333333333,17852,704712
1984,21071,68766.9142857143,48000,7220526
1984,21089,26215.5,26215.5,52431
1984,21095,113531.650943396,53561,12034355
1984,21101,1083217,1083217,1083217
1984,21107,427186.592592593,166967,11534038
1984,21109,32293.6666666667,20256.5,387524
1984,21115,61751.1875,27210,988019
1984,21119,93882.472972973,52904,6947303
1984,21121,28462.6382978724,18796,1337744
1984,21125,51754.1428571429,38867.5,724558
1984,21127,78872.6363636364,41795,867599
1984,21129,64655.5,57811,258622
1984,21131,141537.326530612,63000,6935329
1984,21133,91839.1904761904,53214,5785869
1984,21147,177464.2,19600,887321
1984,21149,104517,104517,209034
1984,21153,117519.55,72101,2350391
1984,21159,261788.301886793,166741,13874780
1984,21175,46164.6363636364,27989,507811
1984,21177,787914.666666667,471579,9454976
1984,21183,358809.875,144254.5,5740958
1984,21189,45657.1666666667,44265,273943
1984,21193,170593.653846154,87954.5,8870870
1984,21195,90236.1283018868,55000,23912574
1984,21199,107052.333333333,30326,321157
1984,21203,231816,231816,231816
1984,21225,830268.428571429,630152,5811879
1984,21233,618885.625,268740.5,4951085
1984,21235,66239.4074074074,39102,1788464
1984,21237,39476.625,35054,315813
1984,21999,95262.8571428571,60417,666840
1984,24001,50964.6428571429,28555.5,713505
1984,24023,167121.25,59666.5,3342425
1984,29011,542119,542119,542119
1984,29013,684492,684492,684492
1984,29173,148274,148274,148274
1984,29175,1181376.33333333,1144851,3544129
1984,29217,226110.5,226110.5,452221
1984,29999,225395.5,155775.5,1352373
1984,30003,4219969,4321638.5,16879876
1984,30065,16122,16122,32244
1984,30083,229119,229119,229119
1984,30087,7929207,7929207,15858414
1984,35007,488460.666666667,535200,1465382
1984,35031,2009526,674341,6028578
1984,35045,3443815.75,2670521,13775263
1984,38011,2404925,2404925,2404925
1984,38055,6115310,6115310,6115310
1984,38057,1424113.5,974964.5,5696454
1984,38065,2402772,2123784,7208316
1984,38999,136665.6,169621,683328
1984,39013,378280.9375,295713.5,6052495
1984,39019,59516.3333333333,46140.5,357098
1984,39029,43340.8695652174,42062,996840
1984,39031,246411.571428571,141072,1724881
1984,39053,145080.333333333,189337,435241
1984,39059,96790.5,45397.5,580743
1984,39067,354498.461538462,82695,4608480
1984,39073,90794,73730,544764
1984,39075,115443,42548,346329
1984,39079,102259.7,68065,1022597
1984,39081,140410.266666667,65514,2106154
1984,39087,137014.333333333,118828,411043
1984,39099,58614.6666666667,46728,175844
1984,39105,1960675.5,1960675.5,3921351
1984,39111,1739616,1739616,3479232
1984,39119,276294.75,81892,2210358
1984,39121,562163.4,331899,2810817
1984,39127,292243.285714286,39872,2045703
1984,39151,94826,69436,948260
1984,39157,85491.1904761905,58036,1795315
1984,39163,321557.428571429,68616,2250902
1984,39167,251520,251520,251520
1984,39169,38571,38571,38571
1984,40035,244529.6,192980,1222648
1984,40061,121773.666666667,82917.5,730642
1984,40077,181454,181454,362908
1984,40079,305878,305878,305878
1984,40105,116100,116100,116100
1984,40131,120458.571428571,81305,843210
1984,40999,127032.875,98586.5,1016263
1984,42003,231091.714285714,222000,1617642
1984,42005,140330.727272727,58041,4630914
1984,42007,77142,77142,77142
1984,42009,68756,44634,206268
1984,42013,175650,175650,175650
1984,42019,132133.736842105,103617,2510541
1984,42021,236048.708333333,52703.5,5665169
1984,42025,51164.5,51164.5,102329
1984,42027,164534.636363636,87547,1809881
1984,42031,220002.75,76945,3520044
1984,42033,124483.492753623,69212,8589361
1984,42035,81315.6666666667,66419,243947
1984,42037,17198.5,17198.5,34397
1984,42043,47963.6666666667,47628,143891
1984,42047,72365.5,57166.5,723655
1984,42051,70032.2,36289,1050483
1984,42059,343879.25,81167.5,9628619
1984,42063,277125.911111111,106485,12470666
1984,42065,79010.0256410257,54192,3081391
1984,42069,20607,20607,41214
1984,42073,104175.888888889,83291,937583
1984,42079,62013.5333333333,29803,930203
1984,42081,237573,237573,237573
1984,42085,125277,124089.5,751662
1984,42097,33456,25245,301104
1984,42107,68362.8787878788,39306,2255975
1984,42111,124280.836734694,60913,6089761
1984,42113,29837.5,29837.5,59675
1984,42117,173400.5,173400.5,346801
1984,42121,154939.625,77285.5,1239517
1984,42125,420503.866666667,178330,6307558
1984,42129,57819.9285714286,26421.5,809479
1984,42999,73748,73748,73748
1984,47001,54776.4166666667,32459.5,657317
1984,47007,31210,31210,31210
1984,47013,50714.1333333333,40318,1521424
1984,47025,180671.125,95346.5,1445369
1984,47035,23945,23945,23945
1984,47049,69325.6666666667,84779,207977
1984,47061,44890,44890,44890
1984,47115,129800.75,109141,519203
1984,47129,31482.4,28180,157412
1984,47143,68239,68239,136478
1984,47151,79196.3333333333,48780,712767
1984,47153,125190.071428571,113609.5,1752661
1984,48013,2809894,2809894,2809894
1984,48021,11970,11970,11970
1984,48161,5879462,5879462,5879462
1984,48185,2925489,2925489,2925489
1984,48203,325577.5,325577.5,651155
1984,48223,2331386,2331386,2331386
1984,48331,5125628,5125628,5125628
1984,48365,11524714,11524714,11524714
1984,48449,9469429,9469429,9469429
1984,48479,188956.5,188956.5,377913
1984,48999,38000,38000,38000
1984,49007,407143.461538462,404428,5292865
1984,49015,543211.777777778,139424,4888906
1984,49041,2141010,2141010,2141010
1984,51027,76421.2694300518,48119,14749305
1984,51051,98166.8888888889,73267.5,7068016
1984,51105,127513.125,75407.5,2040210
1984,51167,67791.9285714286,54187,949087
1984,51169,12087,12087,12087
1984,51185,106120.857142857,73570,2228538
1984,51195,114813.973214286,94263.5,12859165
1984,53041,1738282,1738282,1738282
1984,53999,2124568,2124568,2124568
1984,54001,200716.923076923,75097,2609320
1984,54005,278844.083333333,165009.5,16730645
1984,54007,242530.3,215365,2425303
1984,54009,271558,134455,1357790
1984,54015,74322.2,36319,371611
1984,54019,73933.1578947368,58242,1404730
1984,54021,87821.5,87821.5,175643
1984,54023,438202.625,227596.5,3505621
1984,54025,62455.0769230769,47468,811916
1984,54033,170728.5,39061.5,3756027
1984,54039,195468.727272727,145233,6450468
1984,54041,82005,76414,574035
1984,54045,123822.188235294,74644,10524886
1984,54047,125108.533333333,60283,7506512
1984,54049,786938.7,199569,7869387
1984,54051,1747698,1619659,5243094
1984,54053,105492,105492,105492
1984,54055,70072.6666666667,59584,210218
1984,54057,102209.666666667,81403,613258
1984,54059,243915.483870968,155332,7561380
1984,54061,627355.785714286,76837.5,17565962
1984,54067,132020.568181818,62699.5,5808905
1984,54069,150242,150242,150242
1984,54077,82709.5789473684,38727.5,3142964
1984,54081,248923.205882353,167839,8463389
1984,54083,109373.214285714,82508.5,1531225
1984,54093,137237.5,137237.5,274475
1984,54097,348729.444444444,108111,3138565
1984,54099,106119,106119,106119
1984,54101,165836.090909091,67938,1824197
1984,54109,163105.519230769,53685,8481487
1984,56005,7629332.71428571,5869307.5,106810658
1984,56007,1044247.8,1107178,5221239
1984,56009,3338677,3338677,3338677
1984,56017,42578,42578,42578
1984,56023,2034058,2034058,4068116
1984,56033,2530753,2530753,2530753
1984,56037,2967397,4222414,8902191
1985,01007,103383,103383,103383
1985,01009,105457.428571429,84559,738202
1985,01043,279421.5,279421.5,558843
1985,01049,34800,34800,34800
1985,01057,369700,37342,1109100
1985,01059,88678,101143,266034
1985,01071,31079.6666666667,19109,93239
1985,01073,479310.5,366143.5,7668968
1985,01093,23218.5,23055.5,92874
1985,01117,11323,11323,22646
1985,01125,387196.9,76479.5,7743938
1985,01127,304112.379310345,135681,8819259
1985,01133,86671.2,48411,433356
1985,02999,1432773,1432773,1432773
1985,04017,4812388,4812388,9624776
1985,05071,13669,13669,13669
1985,05131,27255,27255,54510
1985,06999,71435,71435,71435
1985,08029,605823,605823,1211646
1985,08043,116525.666666667,62485,349577
1985,08051,367207.333333333,273741,1101622
1985,08057,100337,100337,200674
1985,08067,79980,79980,79980
1985,08071,118794,118794,118794
1985,08077,779926,779926,779926
1985,08081,2218657.33333333,2336514,6655972
1985,08103,198953,198953,198953
1985,08107,973068.8,540568,4865344
1985,08999,327804,301605,1639020
1985,17021,823780,823780,823780
1985,17027,3027065,3027065,3027065
1985,17041,489945.5,489945.5,979891
1985,17055,1840208.25,1857341,7360833
1985,17057,583323,583323,583323
1985,17059,390904.5,197323,1563618
1985,17065,1043032,1043032,1043032
1985,17077,2542724,2542724,2542724
1985,17081,1785527.5,1785527.5,3571055
1985,17107,814030,814030,814030
1985,17109,532127,532127,532127
1985,17117,1189512.66666667,1017801,3568538
1985,17145,2191317.5,2005148,13147905
1985,17157,873950,565285,4369750
1985,17163,918008.5,918008.5,1836017
1985,17165,550044.6,482538,5500446
1985,17169,299802,299802,299802
1985,17185,1356339,1356339,1356339
1985,17189,1244851,1244851,1244851
1985,17193,684377,684377,684377
1985,17199,664659,667899.5,2658636
1985,17999,1692457,1692457,1692457
1985,18021,462574.666666667,142950,1387724
1985,18027,253921.333333333,2e+05,3808820
1985,18037,161408.666666667,70000,484226
1985,18051,828868,828868,1657736
1985,18055,531536.8,434711,2657684
1985,18083,342415.6,129386,1712078
1985,18119,256200,256200,256200
1985,18123,67240,67240,67240
1985,18125,1012258.4,791677,5061292
1985,18147,163812.666666667,119123,982876
1985,18153,702852,881414,2108556
1985,18167,496356,335815,1985424
1985,18173,1208206.125,289811,9665649
1985,18999,729440,729440,1458880
1985,19125,52971,52971,105942
1985,19999,161788.333333333,172216,485365
1985,20037,168615.333333333,207000,505846
1985,20107,487917,487917,487917
1985,21013,119749.191489362,50375,5628212
1985,21019,261068.5,85384.5,1044274
1985,21025,285684.727272727,66201.5,6285064
1985,21031,122553.714285714,65576,1715752
1985,21033,16990,16990,33980
1985,21043,20311.6,22476,101558
1985,21047,112781.5,112781.5,225563
1985,21051,97516.6666666667,74873,1462750
1985,21059,165816.142857143,132351,1160713
1985,21063,69363.6666666667,66632.5,416182
1985,21071,69342.5675675676,39146,7697025
1985,21089,117952,117952,117952
1985,21095,103178.828828829,53622,11452850
1985,21101,927570,927570,927570
1985,21107,422358.458333333,142611.5,10136603
1985,21109,35042.5,22525.5,280340
1985,21115,34738.9166666667,21618,416867
1985,21119,122531.8125,62497.5,7842036
1985,21121,29820.4489795918,19543,1461202
1985,21125,28955.7692307692,23454,376425
1985,21127,124714.583333333,69282.5,1496575
1985,21129,42450.2,43769,212251
1985,21131,159052.55,89561.5,6362102
1985,21133,83725.6944444444,40241,6028250
1985,21147,296115.5,351533,1184462
1985,21149,82838.3333333333,91156,248515
1985,21153,136128.6,79272,2041929
1985,21159,269425.326923077,128739.5,14010117
1985,21175,59425.7142857143,21914,415980
1985,21177,779394.181818182,625142,8573336
1985,21183,369844.272727273,246143,4068287
1985,21189,48730,40000,341110
1985,21193,148250.159090909,84059.5,6523007
1985,21195,93679.3157894737,59100.5,24918698
1985,21199,91538.5,91538.5,183077
1985,21203,62047,62047,124094
1985,21225,942804.333333333,1142297.5,5656826
1985,21233,646206.888888889,366300,5815862
1985,21235,69841.32,28712,1746033
1985,21237,66961.875,54326,535695
1985,21999,82505.375,47829,660043
1985,22031,207007,207007,207007
1985,24001,37907.6428571429,24605.5,530707
1985,24023,182491.692307692,70506,2372392
1985,29011,520902,520902,520902
1985,29013,407782.5,407782.5,815565
1985,29173,96275,96275,96275
1985,29175,944946.666666667,892670,2834840
1985,29217,278164,278164,556328
1985,29999,184269.25,34409.5,737077
1985,30003,4328136,4160946.5,17312544
1985,30065,21895,21895,21895
1985,30083,211655,211655,211655
1985,30087,7870194.5,7870194.5,15740389
1985,35007,611067,667601,1833201
1985,35031,1999737.5,1349641.5,7998950
1985,35045,3092576,2681457,12370304
1985,38011,2216400,2216400,2216400
1985,38055,5874649,5874649,5874649
1985,38057,2946363.75,1606917.5,11785455
1985,38065,2130130.33333333,2192024,6390391
1985,38999,151017.5,154022,604070
1985,39013,422698.153846154,303236,5495076
1985,39019,100820,52721,705740
1985,39029,39660.6842105263,30665,753553
1985,39031,233796.666666667,51423.5,1402780
1985,39053,97238.75,88021.5,388955
1985,39059,197847.5,197847.5,395695
1985,39067,265121.166666667,88084.5,3181454
1985,39073,70806.3333333333,68088,212419
1985,39075,65389,18517,326945
1985,39079,110272,91731,1212992
1985,39081,147700.571428571,95625.5,2067808
1985,39087,137001.333333333,103614,411004
1985,39099,44109.8571428571,34766,308769
1985,39105,2005365.5,2005365.5,4010731
1985,39111,3184940,3184940,3184940
1985,39119,297016.714285714,130678,2079117
1985,39121,529953.6,286000,2649768
1985,39127,410828.4,107229,2054142
1985,39151,100111.714285714,69932,700782
1985,39157,90249.7368421053,69286,1714745
1985,39163,244417.625,109899.5,1955341
1985,39167,186268,186268,186268
1985,39169,11927,11927,11927
1985,40035,173384.8,131713,866924
1985,40061,202641,210362,607923
1985,40077,241328.5,241328.5,482657
1985,40079,272018,272018,272018
1985,40105,171603,171603,171603
1985,40131,98909.4,98066,494547
1985,40999,70011.8333333333,49126.5,420071
1985,42003,283135.2,316970,1415676
1985,42005,136875,71540,4243125
1985,42007,107664,107664,107664
1985,42009,74548.5,74548.5,149097
1985,42013,175611,175611,351222
1985,42019,119665.285714286,80177,2512971
1985,42021,232621.75,70789.5,4652435
1985,42025,34388,34388,34388
1985,42027,138410,57378.5,1384100
1985,42031,216526.066666667,71834,3247891
1985,42033,127987.333333333,88063,7295278
1985,42035,83031,83146,249093
1985,42037,36952.6666666667,18335,110858
1985,42043,52410,52410,52410
1985,42047,51668,17671,465012
1985,42051,70308.1428571429,42859,492157
1985,42059,434984.083333333,107750,10439618
1985,42061,32875,32875,32875
1985,42063,251017.021276596,82645,11797800
1985,42065,85090.1666666667,41822.5,2552705
1985,42069,20845.3333333333,15979,62536
1985,42073,125772.875,113053,1006183
1985,42079,55715.3333333333,20653,501438
1985,42081,208278,208278,208278
1985,42085,92189.2,93729,460946
1985,42097,26551,21915.5,159306
1985,42107,50604.6451612903,34212,1568744
1985,42111,95309.5476190476,39752,4003001
1985,42113,23253,23253,46506
1985,42117,252130,252130,252130
1985,42121,97329.375,25266.5,778635
1985,42125,360684.2,96380.5,7213684
1985,42129,30511.8181818182,17300,671260
1985,42999,47000,47000,47000
1985,47001,79396.9285714286,40208,1111557
1985,47007,110426,110426,110426
1985,47013,49191.7142857143,45302.5,1377368
1985,47025,210337.571428571,124429,1472363
1985,47035,29726,29726,29726
1985,47049,50956.6,24166,254783
1985,47061,81468,81468,81468
1985,47115,99402.4,53008,497012
1985,47129,38646.75,40417,154587
1985,47143,63208,63208,126416
1985,47151,71642.8571428572,52286,501500
1985,47153,108131.866666667,89337,1621978
1985,48013,2528557,2528557,2528557
1985,48021,288000,288000,288000
1985,48161,4980121,4980121,4980121
1985,48185,2955047,2955047,2955047
1985,48203,1499264.5,1499264.5,2998529
1985,48223,2485788,2485788,2485788
1985,48289,793203,793203,793203
1985,48331,6227660,6227660,6227660
1985,48365,12299469,12299469,12299469
1985,48449,9504566,9504566,9504566
1985,48479,169528.5,169528.5,339057
1985,48999,58765,58765,58765
1985,49007,646288.4,663152.5,6462884
1985,49015,451554.2,234773,4515542
1985,49041,1797478,1797478,1797478
1985,51027,84054.5555555556,45975.5,15129820
