fips,cohort_year,sex,race,age_group,off_type,repeat_contact,fe_rate,N_fe_rate,mi_rate,N_mi_rate,inc_rate,N_inc_rate,par_rate,N_par_rate,pro_rate,N_pro_rate,avg_coal_prod,med_coal_prod,tot_coal_prod,first_year,last_year,coal_prod_max,county_pop,peak_coal_prod_year,event_time,log_coal_prod,min_event_time,max_event_time
42021,2011,0,0,0,2,0,596,143000,1133,143000,,,,,,,98248.5,10497.5,1375479,2000,2021,1511427,143000,2013,-3,14.1343125920546,-14,7
42021,2011,0,0,0,3,0,240,143000,643,143000,,,,,,,98248.5,10497.5,1375479,2000,2021,1511427,143000,2013,-3,14.1343125920546,-14,7
42021,2012,0,0,0,0,0,1109,142000,5006,142000,225,142000,,,,,102569.846153846,18294,1333408,2000,2021,1511427,142000,2013,-2,14.1032486288481,-14,7
42021,2012,0,0,0,1,0,285,142000,971,142000,,,,,,,102569.846153846,18294,1333408,2000,2021,1511427,142000,2013,-2,14.1032486288481,-14,7
42021,2012,0,0,0,2,0,536,142000,1022,142000,,,,,,,102569.846153846,18294,1333408,2000,2021,1511427,142000,2013,-2,14.1032486288481,-14,7
42021,2012,0,0,0,3,0,148,142000,694,142000,,,,,,,102569.846153846,18294,1333408,2000,2021,1511427,142000,2013,-2,14.1032486288481,-14,7
42021,2013,0,0,0,0,0,1172,139000,4984,139000,215,139000,,,,,116263.615384615,33617,1511427,2000,2021,1511427,139000,2013,-1,14.228564795641,-14,7
42021,2013,0,0,0,1,0,236,139000,924,139000,,,,,,,116263.615384615,33617,1511427,2000,2021,1511427,139000,2013,-1,14.228564795641,-14,7
42021,2013,0,0,0,2,0,567,139000,1054,139000,,,,,,,116263.615384615,33617,1511427,2000,2021,1511427,139000,2013,-1,14.228564795641,-14,7
42021,2013,0,0,0,3,0,238,139000,749,139000,,,,,,,116263.615384615,33617,1511427,2000,2021,1511427,139000,2013,-1,14.228564795641,-14,7
42021,2014,0,0,0,0,0,1289,138000,5817,138000,230,138000,,,,,91963.4166666667,19720.5,1103561,2000,2021,1511427,138000,2013,0,13.9140527818099,-14,7
42021,2014,0,0,0,1,0,215,138000,909,138000,,,,,,,91963.4166666667,19720.5,1103561,2000,2021,1511427,138000,2013,0,13.9140527818099,-14,7
42021,2014,0,0,0,2,0,639,138000,1057,138000,,,,,,,91963.4166666667,19720.5,1103561,2000,2021,1511427,138000,2013,0,13.9140527818099,-14,7
42021,2014,0,0,0,3,0,289,138000,1004,138000,,,,,,,91963.4166666667,19720.5,1103561,2000,2021,1511427,138000,2013,0,13.9140527818099,-14,7
42021,2015,0,0,0,0,0,1134,136000,5670,136000,236,136000,,,,,84726.5,18619,847265,2000,2021,1511427,136000,2013,1,13.6497687936501,-14,7
42021,2015,0,0,0,1,0,209,136000,914,136000,,,,,,,84726.5,18619,847265,2000,2021,1511427,136000,2013,1,13.6497687936501,-14,7
42021,2015,0,0,0,2,0,588,136000,1021,136000,,,,,,,84726.5,18619,847265,2000,2021,1511427,136000,2013,1,13.6497687936501,-14,7
42021,2015,0,0,0,3,0,214,136000,863,136000,,,,,,,84726.5,18619,847265,2000,2021,1511427,136000,2013,1,13.6497687936501,-14,7
42021,2016,0,0,0,0,0,1215,135000,5083,135000,242,135000,,,,,75278.5555555556,30170,677507,2000,2021,1511427,135000,2013,2,13.4261751637859,-14,7
42021,2016,0,0,0,1,0,175,135000,833,135000,,,,,,,75278.5555555556,30170,677507,2000,2021,1511427,135000,2013,2,13.4261751637859,-14,7
42021,2016,0,0,0,2,0,613,135000,936,135000,,,,,,,75278.5555555556,30170,677507,2000,2021,1511427,135000,2013,2,13.4261751637859,-14,7
42021,2016,0,0,0,3,0,265,135000,828,135000,,,,,,,75278.5555555556,30170,677507,2000,2021,1511427,135000,2013,2,13.4261751637859,-14,7
42021,2017,0,0,0,0,0,1193,133000,5159,133000,262,133000,,,,,119406.555555556,24116,1074659,2000,2021,1511427,133000,2013,3,13.8875139599201,-14,7
42021,2017,0,0,0,1,0,244,133000,953,133000,,,,,,,119406.555555556,24116,1074659,2000,2021,1511427,133000,2013,3,13.8875139599201,-14,7
42021,2017,0,0,0,2,0,565,133000,810,133000,,,,,,,119406.555555556,24116,1074659,2000,2021,1511427,133000,2013,3,13.8875139599201,-14,7
42021,2017,0,0,0,3,0,234,133000,774,133000,,,,,,,119406.555555556,24116,1074659,2000,2021,1511427,133000,2013,3,13.8875139599201,-14,7
42107,2010,0,0,0,0,0,836,148000,4057,148000,285,148000,,,,,16032.7205882353,2869,1090225,2000,2021,1493720,148000,2012,-3,13.9018946549216,-13,8
42107,2010,0,0,0,1,0,186,148000,833,148000,,,,,,,16032.7205882353,2869,1090225,2000,2021,1493720,148000,2012,-3,13.9018946549216,-13,8
42107,2010,0,0,0,2,0,406,148000,748,148000,,,,,,,16032.7205882353,2869,1090225,2000,2021,1493720,148000,2012,-3,13.9018946549216,-13,8
42107,2010,0,0,0,3,0,181,148000,557,148000,,,,,,,16032.7205882353,2869,1090225,2000,2021,1493720,148000,2012,-3,13.9018946549216,-13,8
42107,2011,0,0,0,0,0,787,148000,3543,148000,272,148000,,,,,20244.671641791,2945,1356393,2000,2021,1493720,148000,2012,-2,14.1203395285008,-13,8
42107,2011,0,0,0,1,0,157,148000,769,148000,,,,,,,20244.671641791,2945,1356393,2000,2021,1493720,148000,2012,-2,14.1203395285008,-13,8
42107,2011,0,0,0,2,0,403,148000,710,148000,,,,,,,20244.671641791,2945,1356393,2000,2021,1493720,148000,2012,-2,14.1203395285008,-13,8
42107,2011,0,0,0,3,0,157,148000,498,148000,,,,,,,20244.671641791,2945,1356393,2000,2021,1493720,148000,2012,-2,14.1203395285008,-13,8
42107,2012,0,0,0,0,0,902,147000,3807,147000,267,147000,,,,,22980.3076923077,5094,1493720,2000,2021,1493720,147000,2012,-1,14.2167802107783,-13,8
42107,2012,0,0,0,1,0,176,147000,834,147000,,,,,,,22980.3076923077,5094,1493720,2000,2021,1493720,147000,2012,-1,14.2167802107783,-13,8
42107,2012,0,0,0,2,0,471,147000,797,147000,,,,,,,22980.3076923077,5094,1493720,2000,2021,1493720,147000,2012,-1,14.2167802107783,-13,8
42107,2012,0,0,0,3,0,171,147000,530,147000,,,,,,,22980.3076923077,5094,1493720,2000,2021,1493720,147000,2012,-1,14.2167802107783,-13,8
42107,2013,0,0,0,0,0,974,147000,3982,147000,269,147000,,,,,19772.890625,3931.5,1265465,2000,2021,1493720,147000,2012,0,14.0509502015323,-13,8
42107,2013,0,0,0,1,0,195,147000,765,147000,,,,,,,19772.890625,3931.5,1265465,2000,2021,1493720,147000,2012,0,14.0509502015323,-13,8
42107,2013,0,0,0,2,0,505,147000,927,147000,,,,,,,19772.890625,3931.5,1265465,2000,2021,1493720,147000,2012,0,14.0509502015323,-13,8
42107,2013,0,0,0,3,0,185,147000,622,147000,,,,,,,19772.890625,3931.5,1265465,2000,2021,1493720,147000,2012,0,14.0509502015323,-13,8
42107,2014,0,0,0,0,0,979,145000,4591,145000,279,145000,,,,,18668.5254237288,2952,1101443,2000,2021,1493720,145000,2012,1,13.9121316962687,-13,8
42107,2014,0,0,0,1,0,173,145000,838,145000,,,,,,,18668.5254237288,2952,1101443,2000,2021,1493720,145000,2012,1,13.9121316962687,-13,8
42107,2014,0,0,0,2,0,474,145000,977,145000,,,,,,,18668.5254237288,2952,1101443,2000,2021,1493720,145000,2012,1,13.9121316962687,-13,8
42107,2014,0,0,0,3,0,230,145000,906,145000,,,,,,,18668.5254237288,2952,1101443,2000,2021,1493720,145000,2012,1,13.9121316962687,-13,8
42107,2015,0,0,0,0,0,1245,144000,5357,144000,271,144000,,,,,18267.8392857143,2054,1022999,2000,2021,1493720,144000,2012,2,13.8382490674162,-13,8
42107,2015,0,0,0,1,0,243,144000,958,144000,,,,,,,18267.8392857143,2054,1022999,2000,2021,1493720,144000,2012,2,13.8382490674162,-13,8
42107,2015,0,0,0,2,0,583,144000,975,144000,,,,,,,18267.8392857143,2054,1022999,2000,2021,1493720,144000,2012,2,13.8382490674162,-13,8
42107,2015,0,0,0,3,0,263,144000,1257,144000,,,,,,,18267.8392857143,2054,1022999,2000,2021,1493720,144000,2012,2,13.8382490674162,-13,8
42107,2016,0,0,0,0,0,1200,143000,5091,143000,317,143000,,,,,18251.8775510204,3097,894342,2000,2021,1493720,143000,2012,3,13.7038435313375,-13,8
42107,2016,0,0,0,1,0,210,143000,838,143000,,,,,,,18251.8775510204,3097,894342,2000,2021,1493720,143000,2012,3,13.7038435313375,-13,8
42107,2016,0,0,0,2,0,542,143000,914,143000,,,,,,,18251.8775510204,3097,894342,2000,2021,1493720,143000,2012,3,13.7038435313375,-13,8
42107,2016,0,0,0,3,0,300,143000,1289,143000,,,,,,,18251.8775510204,3097,894342,2000,2021,1493720,143000,2012,3,13.7038435313375,-13,8
42111,2009,0,0,0,0,0,527,77300,2473,77300,266,77300,,,,,126506.366666667,63489,3795191,2000,2021,5558878,77300,2011,-3,15.1492452969262,-12,9
42111,2009,0,0,0,1,0,157,77300,471,77300,,,,,,,126506.366666667,63489,3795191,2000,2021,5558878,77300,2011,-3,15.1492452969262,-12,9
42111,2009,0,0,0,2,0,256,77300,501,77300,,,,,,,126506.366666667,63489,3795191,2000,2021,5558878,77300,2011,-3,15.1492452969262,-12,9
42111,2009,0,0,0,3,0,86,77300,206,77300,,,,,,,126506.366666667,63489,3795191,2000,2021,5558878,77300,2011,-3,15.1492452969262,-12,9
42111,2010,0,0,0,0,0,563,77800,2590,77800,277,77800,,,,,175791.35483871,23040,5449532,2000,2021,5558878,77800,2011,-2,15.5110402913926,-12,9
42111,2010,0,0,0,1,0,137,77800,459,77800,,,,,,,175791.35483871,23040,5449532,2000,2021,5558878,77800,2011,-2,15.5110402913926,-12,9
42111,2010,0,0,0,2,0,314,77800,552,77800,,,,,,,175791.35483871,23040,5449532,2000,2021,5558878,77800,2011,-2,15.5110402913926,-12,9
42111,2010,0,0,0,3,0,65,77800,213,77800,,,,,,,175791.35483871,23040,5449532,2000,2021,5558878,77800,2011,-2,15.5110402913926,-12,9
42111,2011,0,0,0,0,0,738,77300,2918,77300,276,77300,,,,,168450.848484849,26239,5558878,2000,2021,5558878,77300,2011,-1,15.5309068473015,-12,9
42111,2011,0,0,0,1,0,151,77300,556,77300,,,,,,,168450.848484849,26239,5558878,2000,2021,5558878,77300,2011,-1,15.5309068473015,-12,9
42111,2011,0,0,0,2,0,441,77300,660,77300,,,,,,,168450.848484849,26239,5558878,2000,2021,5558878,77300,2011,-1,15.5309068473015,-12,9
42111,2011,0,0,0,3,0,98,77300,263,77300,,,,,,,168450.848484849,26239,5558878,2000,2021,5558878,77300,2011,-1,15.5309068473015,-12,9
42111,2012,0,0,0,0,0,667,77000,3072,77000,312,77000,,,,,136882.066666667,53039,4106462,2000,2021,5558878,77000,2011,0,15.2280723884973,-12,9
42111,2012,0,0,0,1,0,143,77000,603,77000,,,,,,,136882.066666667,53039,4106462,2000,2021,5558878,77000,2011,0,15.2280723884973,-12,9
42111,2012,0,0,0,2,0,385,77000,692,77000,,,,,,,136882.066666667,53039,4106462,2000,2021,5558878,77000,2011,0,15.2280723884973,-12,9
42111,2012,0,0,0,3,0,85,77000,336,77000,,,,,,,136882.066666667,53039,4106462,2000,2021,5558878,77000,2011,0,15.2280723884973,-12,9
42111,2013,0,0,0,0,0,710,76600,3290,76600,299,76600,,,,,93126.3333333333,26804,3352548,2000,2021,5558878,76600,2011,1,15.0252312117089,-12,9
42111,2013,0,0,0,1,0,126,76600,581,76600,,,,,,,93126.3333333333,26804,3352548,2000,2021,5558878,76600,2011,1,15.0252312117089,-12,9
42111,2013,0,0,0,2,0,371,76600,612,76600,,,,,,,93126.3333333333,26804,3352548,2000,2021,5558878,76600,2011,1,15.0252312117089,-12,9
42111,2013,0,0,0,3,0,149,76600,402,76600,,,,,,,93126.3333333333,26804,3352548,2000,2021,5558878,76600,2011,1,15.0252312117089,-12,9
42111,2014,0,0,0,0,0,758,76200,3371,76200,317,76200,,,,,78116.945945946,13446,2890327,2000,2021,5558878,76200,2011,2,14.8768802024767,-12,9
42111,2014,0,0,0,1,0,130,76200,561,76200,,,,,,,78116.945945946,13446,2890327,2000,2021,5558878,76200,2011,2,14.8768802024767,-12,9
42111,2014,0,0,0,2,0,381,76200,648,76200,,,,,,,78116.945945946,13446,2890327,2000,2021,5558878,76200,2011,2,14.8768802024767,-12,9
42111,2014,0,0,0,3,0,157,76200,401,76200,,,,,,,78116.945945946,13446,2890327,2000,2021,5558878,76200,2011,2,14.8768802024767,-12,9
42111,2015,0,0,0,0,0,838,75400,3682,75400,335,75400,,,,,75920.962962963,14193,2049866,2000,2021,5558878,75400,2011,3,14.5332849831245,-12,9
42111,2015,0,0,0,1,0,143,75400,619,75400,,,,,,,75920.962962963,14193,2049866,2000,2021,5558878,75400,2011,3,14.5332849831245,-12,9
42111,2015,0,0,0,2,0,402,75400,615,75400,,,,,,,75920.962962963,14193,2049866,2000,2021,5558878,75400,2011,3,14.5332849831245,-12,9
42111,2015,0,0,0,3,0,168,75400,538,75400,,,,,,,75920.962962963,14193,2049866,2000,2021,5558878,75400,2011,3,14.5332849831245,-12,9
42125,2012,0,0,0,0,0,804,208000,4561,208000,232,208000,,,,,2519429,249074.5,10077716,2000,2021,14384985,208000,2014,-3,16.1258372076311,-15,6
42125,2012,0,0,0,1,0,194,208000,728,208000,,,,,,,2519429,249074.5,10077716,2000,2021,14384985,208000,2014,-3,16.1258372076311,-15,6
42125,2012,0,0,0,2,0,396,208000,694,208000,,,,,,,2519429,249074.5,10077716,2000,2021,14384985,208000,2014,-3,16.1258372076311,-15,6
42125,2012,0,0,0,3,0,142,208000,807,208000,,,,,,,2519429,249074.5,10077716,2000,2021,14384985,208000,2014,-3,16.1258372076311,-15,6
42125,2013,0,0,0,0,0,879,208000,4371,208000,214,208000,,,,,2692667.75,279990.5,10770671,2000,2021,14384985,208000,2014,-2,16.1923373498845,-15,6
42125,2013,0,0,0,1,0,176,208000,719,208000,,,,,,,2692667.75,279990.5,10770671,2000,2021,14384985,208000,2014,-2,16.1923373498845,-15,6
42125,2013,0,0,0,2,0,438,208000,764,208000,,,,,,,2692667.75,279990.5,10770671,2000,2021,14384985,208000,2014,-2,16.1923373498845,-15,6
42125,2013,0,0,0,3,0,168,208000,770,208000,,,,,,,2692667.75,279990.5,10770671,2000,2021,14384985,208000,2014,-2,16.1923373498845,-15,6
42125,2014,0,0,0,0,0,933,208000,4933,208000,222,208000,,,,,2397497.5,265341.5,14384985,2000,2021,14384985,208000,2014,-1,16.4816955122144,-15,6
42125,2014,0,0,0,1,0,184,208000,758,208000,,,,,,,2397497.5,265341.5,14384985,2000,2021,14384985,208000,2014,-1,16.4816955122144,-15,6
42125,2014,0,0,0,2,0,459,208000,781,208000,,,,,,,2397497.5,265341.5,14384985,2000,2021,14384985,208000,2014,-1,16.4816955122144,-15,6
42125,2014,0,0,0,3,0,201,208000,1032,208000,,,,,,,2397497.5,265341.5,14384985,2000,2021,14384985,208000,2014,-1,16.4816955122144,-15,6
42125,2015,0,0,0,0,0,850,208000,4831,208000,240,208000,,,,,1898466.8,146114,9492334,2000,2021,14384985,208000,2014,0,16.0659950834451,-15,6
42125,2015,0,0,0,1,0,147,208000,690,208000,,,,,,,1898466.8,146114,9492334,2000,2021,14384985,208000,2014,0,16.0659950834451,-15,6
42125,2015,0,0,0,2,0,430,208000,776,208000,,,,,,,1898466.8,146114,9492334,2000,2021,14384985,208000,2014,0,16.0659950834451,-15,6
42125,2015,0,0,0,3,0,176,208000,1004,208000,,,,,,,1898466.8,146114,9492334,2000,2021,14384985,208000,2014,0,16.0659950834451,-15,6
42125,2016,0,0,0,0,0,804,207000,4770,207000,242,207000,,,,,1941035.6,6511,9705178,2000,2021,14384985,207000,2014,1,16.0881701154784,-15,6
42125,2016,0,0,0,1,0,159,207000,762,207000,,,,,,,1941035.6,6511,9705178,2000,2021,14384985,207000,2014,1,16.0881701154784,-15,6
42125,2016,0,0,0,2,0,415,207000,708,207000,,,,,,,1941035.6,6511,9705178,2000,2021,14384985,207000,2014,1,16.0881701154784,-15,6
42125,2016,0,0,0,3,0,139,207000,954,207000,,,,,,,1941035.6,6511,9705178,2000,2021,14384985,207000,2014,1,16.0881701154784,-15,6
42125,2017,0,0,0,0,0,815,207000,4678,207000,221,207000,,,,,4590824,4590824,9181648,2000,2021,14384985,207000,2014,2,16.0327172671819,-15,6
42125,2017,0,0,0,1,0,194,207000,785,207000,,,,,,,4590824,4590824,9181648,2000,2021,14384985,207000,2014,2,16.0327172671819,-15,6
42125,2017,0,0,0,2,0,380,207000,646,207000,,,,,,,4590824,4590824,9181648,2000,2021,14384985,207000,2014,2,16.0327172671819,-15,6
42125,2017,0,0,0,3,0,138,207000,894,207000,,,,,,,4590824,4590824,9181648,2000,2021,14384985,207000,2014,2,16.0327172671819,-15,6
42125,2018,0,0,0,0,0,640,207000,4324,207000,227,207000,,,,,9876324,9876324,9876324,2000,2021,14384985,207000,2014,3,16.1056509357135,-15,6
42125,2018,0,0,0,1,0,173,207000,624,207000,,,,,,,9876324,9876324,9876324,2000,2021,14384985,207000,2014,3,16.1056509357135,-15,6
42125,2018,0,0,0,2,0,289,207000,527,207000,,,,,,,9876324,9876324,9876324,2000,2021,14384985,207000,2014,3,16.1056509357135,-15,6
42125,2018,0,0,0,3,0,80,207000,772,207000,,,,,,,9876324,9876324,9876324,2000,2021,14384985,207000,2014,3,16.1056509357135,-15,6
48013,2004,0,0,0,0,0,248,42000,1325,42000,486,42000,69,42000,,,3089624,3089624,3089624,2000,2017,3637167,42000,2006,-3,14.9435599586221,-7,10
48013,2004,0,0,0,1,0,42,42000,121,42000,,,,,,,3089624,3089624,3089624,2000,2017,3637167,42000,2006,-3,14.9435599586221,-7,10
48013,2004,0,0,0,2,0,64,42000,480,42000,,,,,,,3089624,3089624,3089624,2000,2017,3637167,42000,2006,-3,14.9435599586221,-7,10
48013,2004,0,0,0,3,0,79,42000,211,42000,,,,,,,3089624,3089624,3089624,2000,2017,3637167,42000,2006,-3,14.9435599586221,-7,10
48013,2005,0,0,0,0,0,174,42400,1069,42400,504,42400,83,42400,771,42400,3328840,3328840,3328840,2000,2017,3637167,42400,2006,-2,15.0181344529209,-7,10
48013,2005,0,0,0,1,0,23,42400,101,42400,,,,,,,3328840,3328840,3328840,2000,2017,3637167,42400,2006,-2,15.0181344529209,-7,10
48013,2005,0,0,0,2,0,50,42400,293,42400,,,,,,,3328840,3328840,3328840,2000,2017,3637167,42400,2006,-2,15.0181344529209,-7,10
48013,2005,0,0,0,3,0,63,42400,196,42400,,,,,,,3328840,3328840,3328840,2000,2017,3637167,42400,2006,-2,15.0181344529209,-7,10
48013,2006,0,0,0,0,0,211,43000,1173,43000,510,43000,85,43000,878,43000,3637167,3637167,3637167,2000,2017,3637167,43000,2006,-1,15.1067156398795,-7,10
48013,2006,0,0,0,1,0,35,43000,121,43000,,,,,,,3637167,3637167,3637167,2000,2017,3637167,43000,2006,-1,15.1067156398795,-7,10
48013,2006,0,0,0,2,0,58,43000,263,43000,,,,,,,3637167,3637167,3637167,2000,2017,3637167,43000,2006,-1,15.1067156398795,-7,10
48013,2006,0,0,0,3,0,72,43000,214,43000,,,,,,,3637167,3637167,3637167,2000,2017,3637167,43000,2006,-1,15.1067156398795,-7,10
48013,2007,0,0,0,0,0,233,43500,1014,43500,482,43500,108,43500,904,43500,3121114,3121114,3121114,2000,2017,3637167,43500,2006,0,14.9537005473401,-7,10
48013,2007,0,0,0,1,0,31,43500,105,43500,,,,,,,3121114,3121114,3121114,2000,2017,3637167,43500,2006,0,14.9537005473401,-7,10
48013,2007,0,0,0,2,0,51,43500,221,43500,,,,,,,3121114,3121114,3121114,2000,2017,3637167,43500,2006,0,14.9537005473401,-7,10
48013,2007,0,0,0,3,0,94,43500,190,43500,,,,,,,3121114,3121114,3121114,2000,2017,3637167,43500,2006,0,14.9537005473401,-7,10
48013,2008,0,0,0,0,0,188,43900,832,43900,457,43900,90,43900,780,43900,3078762,3078762,3078762,2000,2017,3637167,43900,2006,1,14.940038126095,-7,10
48013,2008,0,0,0,1,0,25,43900,72,43900,,,,,,,3078762,3078762,3078762,2000,2017,3637167,43900,2006,1,14.940038126095,-7,10
48013,2008,0,0,0,2,0,42,43900,193,43900,,,,,,,3078762,3078762,3078762,2000,2017,3637167,43900,2006,1,14.940038126095,-7,10
48013,2008,0,0,0,3,0,74,43900,202,43900,,,,,,,3078762,3078762,3078762,2000,2017,3637167,43900,2006,1,14.940038126095,-7,10
48013,2009,0,0,0,0,0,180,44500,990,44500,436,44500,79,44500,764,44500,3158885,3158885,3158885,2000,2017,3637167,44500,2006,2,14.9657296751963,-7,10
48013,2009,0,0,0,1,0,36,44500,118,44500,,,,,,,3158885,3158885,3158885,2000,2017,3637167,44500,2006,2,14.9657296751963,-7,10
48013,2009,0,0,0,2,0,46,44500,197,44500,,,,,,,3158885,3158885,3158885,2000,2017,3637167,44500,2006,2,14.9657296751963,-7,10
48013,2009,0,0,0,3,0,49,44500,187,44500,,,,,,,3158885,3158885,3158885,2000,2017,3637167,44500,2006,2,14.9657296751963,-7,10
48013,2010,0,0,0,0,0,274,45000,887,45000,439,45000,94,45000,807,45000,3294198,3294198,3294198,2000,2017,3637167,45000,2006,3,15.0076732972029,-7,10
48013,2010,0,0,0,1,0,48,45000,66,45000,,,,,,,3294198,3294198,3294198,2000,2017,3637167,45000,2006,3,15.0076732972029,-7,10
48013,2010,0,0,0,2,0,86,45000,148,45000,,,,,,,3294198,3294198,3294198,2000,2017,3637167,45000,2006,3,15.0076732972029,-7,10
48013,2010,0,0,0,3,0,53,45000,168,45000,,,,,,,3294198,3294198,3294198,2000,2017,3637167,45000,2006,3,15.0076732972029,-7,10
48161,2004,0,0,0,0,0,744,18500,1777,18500,811,18500,149,18500,,,4339582,4339582,4339582,2000,2017,4462066,18500,2006,-3,15.2832885880741,-7,10
48161,2004,0,0,0,1,0,117,18500,135,18500,,,,,,,4339582,4339582,4339582,2000,2017,4462066,18500,2006,-3,15.2832885880741,-7,10
48161,2004,0,0,0,2,0,212,18500,394,18500,,,,,,,4339582,4339582,4339582,2000,2017,4462066,18500,2006,-3,15.2832885880741,-7,10
48161,2004,0,0,0,3,0,255,18500,306,18500,,,,,,,4339582,4339582,4339582,2000,2017,4462066,18500,2006,-3,15.2832885880741,-7,10
48161,2005,0,0,0,0,0,676,18600,1742,18600,828,18600,162,18600,1153,18600,4438449,4438449,4438449,2000,2017,4462066,18600,2006,-2,15.3058155490561,-7,10
48161,2005,0,0,0,1,0,109,18600,146,18600,,,,,,,4438449,4438449,4438449,2000,2017,4462066,18600,2006,-2,15.3058155490561,-7,10
48161,2005,0,0,0,2,0,187,18600,384,18600,,,,,,,4438449,4438449,4438449,2000,2017,4462066,18600,2006,-2,15.3058155490561,-7,10
48161,2005,0,0,0,3,0,226,18600,286,18600,,,,,,,4438449,4438449,4438449,2000,2017,4462066,18600,2006,-2,15.3058155490561,-7,10
48161,2006,0,0,0,0,0,728,18800,1847,18800,824,18800,176,18800,1092,18800,4462066,4462066,4462066,2000,2017,4462066,18800,2006,-1,15.3111224454385,-7,10
48161,2006,0,0,0,1,0,112,18800,147,18800,,,,,,,4462066,4462066,4462066,2000,2017,4462066,18800,2006,-1,15.3111224454385,-7,10
48161,2006,0,0,0,2,0,188,18800,381,18800,,,,,,,4462066,4462066,4462066,2000,2017,4462066,18800,2006,-1,15.3111224454385,-7,10
48161,2006,0,0,0,3,0,252,18800,312,18800,,,,,,,4462066,4462066,4462066,2000,2017,4462066,18800,2006,-1,15.3111224454385,-7,10
48161,2007,0,0,0,0,0,736,18800,1727,18800,829,18800,176,18800,1148,18800,3873359,3873359,3873359,2000,2017,4462066,18800,2006,0,15.169632647204,-7,10
48161,2007,0,0,0,1,0,114,18800,144,18800,,,,,,,3873359,3873359,3873359,2000,2017,4462066,18800,2006,0,15.169632647204,-7,10
48161,2007,0,0,0,2,0,204,18800,374,18800,,,,,,,3873359,3873359,3873359,2000,2017,4462066,18800,2006,0,15.169632647204,-7,10
48161,2007,0,0,0,3,0,237,18800,289,18800,,,,,,,3873359,3873359,3873359,2000,2017,4462066,18800,2006,0,15.169632647204,-7,10
48161,2008,0,0,0,0,0,741,19100,1665,19100,817,19100,177,19100,1030,19100,3338979,3338979,3338979,2000,2017,4462066,19100,2006,1,15.0211756295978,-7,10
48161,2008,0,0,0,1,0,122,19100,162,19100,,,,,,,3338979,3338979,3338979,2000,2017,4462066,19100,2006,1,15.0211756295978,-7,10
48161,2008,0,0,0,2,0,205,19100,364,19100,,,,,,,3338979,3338979,3338979,2000,2017,4462066,19100,2006,1,15.0211756295978,-7,10
48161,2008,0,0,0,3,0,231,19100,310,19100,,,,,,,3338979,3338979,3338979,2000,2017,4462066,19100,2006,1,15.0211756295978,-7,10
48161,2009,0,0,0,0,0,657,19300,1500,19300,814,19300,174,19300,1062,19300,3253584,3253584,3253584,2000,2017,4462066,19300,2006,2,14.9952677159334,-7,10
48161,2009,0,0,0,1,0,110,19300,149,19300,,,,,,,3253584,3253584,3253584,2000,2017,4462066,19300,2006,2,14.9952677159334,-7,10
48161,2009,0,0,0,2,0,181,19300,288,19300,,,,,,,3253584,3253584,3253584,2000,2017,4462066,19300,2006,2,14.9952677159334,-7,10
48161,2009,0,0,0,3,0,199,19300,297,19300,,,,,,,3253584,3253584,3253584,2000,2017,4462066,19300,2006,2,14.9952677159334,-7,10
48161,2010,0,0,0,0,0,608,19800,1255,19800,812,19800,172,19800,979,19800,2619451,2619451,2619451,2000,2017,4462066,19800,2006,3,14.7784753117956,-7,10
48161,2010,0,0,0,1,0,100,19800,121,19800,,,,,,,2619451,2619451,2619451,2000,2017,4462066,19800,2006,3,14.7784753117956,-7,10
48161,2010,0,0,0,2,0,164,19800,271,19800,,,,,,,2619451,2619451,2619451,2000,2017,4462066,19800,2006,3,14.7784753117956,-7,10
48161,2010,0,0,0,3,0,195,19800,244,19800,,,,,,,2619451,2619451,2619451,2000,2017,4462066,19800,2006,3,14.7784753117956,-7,10
48203,2003,0,0,0,0,0,337,61900,672,61900,723,61900,143,61900,,,4233031,4233031,4233031,2000,2017,4602752,61900,2005,-3,15.2584288428875,-6,11
48203,2003,0,0,0,1,0,48,61900,46,61900,,,,,,,4233031,4233031,4233031,2000,2017,4602752,61900,2005,-3,15.2584288428875,-6,11
48203,2003,0,0,0,2,0,111,61900,134,61900,,,,,,,4233031,4233031,4233031,2000,2017,4602752,61900,2005,-3,15.2584288428875,-6,11
48203,2003,0,0,0,3,0,114,61900,130,61900,,,,,,,4233031,4233031,4233031,2000,2017,4602752,61900,2005,-3,15.2584288428875,-6,11
48203,2004,0,0,0,0,0,424,62400,806,62400,728,62400,158,62400,,,4275227,4275227,4275227,2000,2017,4602752,62400,2005,-2,15.2683477583585,-6,11
48203,2004,0,0,0,1,0,68,62400,70,62400,,,,,,,4275227,4275227,4275227,2000,2017,4602752,62400,2005,-2,15.2683477583585,-6,11
48203,2004,0,0,0,2,0,143,62400,146,62400,,,,,,,4275227,4275227,4275227,2000,2017,4602752,62400,2005,-2,15.2683477583585,-6,11
48203,2004,0,0,0,3,0,128,62400,145,62400,,,,,,,4275227,4275227,4275227,2000,2017,4602752,62400,2005,-2,15.2683477583585,-6,11
48203,2005,0,0,0,0,0,461,62500,622,62500,744,62500,163,62500,929,62500,4602752,4602752,4602752,2000,2017,4602752,62500,2005,-1,15.3421649434422,-6,11
48203,2005,0,0,0,1,0,58,62500,41,62500,,,,,,,4602752,4602752,4602752,2000,2017,4602752,62500,2005,-1,15.3421649434422,-6,11
